WIN,LOSS
Liberty: Hamilton & Short,George Mason: Davis & Fuchs
Liberty: Hamilton & Short,George Mason: Dover & Wright
Liberty: Hamilton & Short,James Madison: Mishra & Oehler
Liberty: Hamilton & Short,Kansas: Willingham & Yang
Liberty: Hamilton & Short,Michigan State: Bennett & Montford
Liberty: Hamilton & Short,Missouri State: Burns & Shockley
Liberty: Hamilton & Short,Oklahoma: Smith & Waheed
Liberty: Hamilton & Short,Wake Forest: Luckett & Robinson
Liberty: Hamilton & Short,Wake Forest: Shakarov & Wolfe
Liberty: Hamilton & Short,West Georgia: Dal Pra & Keller
Liberty: Hamilton & Short,Wichita State: Babcock & Babcock
Liberty: Hamilton & Short,Wyoming: Knopp & Medina
Liberty: Horne & Posey,Gonzaga: Moreno & Zabolio
Liberty: Horne & Posey,Houston: Abad & Khan
Liberty: Horne & Posey,Missouri State: Albright & Burns
Liberty: Horne & Posey,Northwestern: Avery & Lee
Liberty: Horne & Posey,Wake Forest: Perez & Shaw
Liberty: Horne & Posey,Wayne State: Howard & Trestrail
Liberty: Horne & Shuttlesworth,Indiana: Fernando & Fish
Liberty: Horne & Shuttlesworth,Michigan: Dudewicz & Walter
Liberty: Horne & Shuttlesworth,Wyoming: Swidecki & Willson
Liberty: Kidd & Wittstock,Kansas State: Spond & Turner
Liberty: Major & Megill,CSU Fullerton: Guerrero & Labayan
Liberty: Major & Megill,New School: Diamant & Endrias
Liberty: Major & Megill,New School: Karp & Kowitt
Liberty: Megill & Short,Army: McCabe & Opron
Liberty: Megill & Short,James Madison: Balda & Mishra
Liberty: Megill & Short,James Madison: Dim & Wright
Liberty: Megill & Short,James Madison: McKim & Pelletier
Liberty: Posey & Wallenmeyer,Army: McCabe & Opron
Liberty: Posey & Wallenmeyer,Army: Opron & Shatilenko
Liberty: Posey & Wallenmeyer,Binghamton: Cohn & Guizatoullina
Liberty: Posey & Wallenmeyer,Binghamton: Cohn & Guizatoullina
Liberty: Posey & Wallenmeyer,Boston College: Cheek & Hua
Liberty: Posey & Wallenmeyer,Emory: Palmer & Wallen
Liberty: Posey & Wallenmeyer,Emporia State: Reed-Valizan & Sims
Liberty: Posey & Wallenmeyer,George Mason: Alshuhayeb & Rizzoli
Liberty: Posey & Wallenmeyer,George Mason: Bhurtel & Fuchs
Liberty: Posey & Wallenmeyer,George Mason: Bhurtel & Fuchs
Liberty: Posey & Wallenmeyer,George Mason: Loew & Reed
Liberty: Posey & Wallenmeyer,George Mason: Loew & Reed
Liberty: Posey & Wallenmeyer,Georgetown: Cowan & Murarka
Liberty: Posey & Wallenmeyer,Georgetown: Kumar & Wang
Liberty: Posey & Wallenmeyer,Gonzaga: Morioka & Zabolio
Liberty: Posey & Wallenmeyer,Indiana: Jasani & Penumetcha
Liberty: Posey & Wallenmeyer,Iowa: Huffman & Putney
Liberty: Posey & Wallenmeyer,James Madison: Balda & Mishra
Liberty: Posey & Wallenmeyer,James Madison: Conway & Pelletier
Liberty: Posey & Wallenmeyer,James Madison: Conway & Pelletier
Liberty: Posey & Wallenmeyer,James Madison: Dim & Wright
Liberty: Posey & Wallenmeyer,James Madison: McKim & Pelletier
Liberty: Posey & Wallenmeyer,Macalester: Price & Williams
Liberty: Posey & Wallenmeyer,Mary Washington: Dover & Hudgins
Liberty: Posey & Wallenmeyer,Mary Washington: Dover & Hudgins
Liberty: Posey & Wallenmeyer,Mary Washington: Dover & Hudgins
Liberty: Posey & Wallenmeyer,Michigan: Ippagunta & Shih
Liberty: Posey & Wallenmeyer,Minnesota: Anderson McElligott & Kivimaki
Liberty: Posey & Wallenmeyer,Minnesota: Davis & Herzer
Liberty: Posey & Wallenmeyer,Minnesota: Johnson & Phoenix-Flood
Liberty: Posey & Wallenmeyer,Minnesota: Johnson & Phoenix-Flood
Liberty: Posey & Wallenmeyer,Minnesota: Parrish & Prost
Liberty: Posey & Wallenmeyer,Missouri State: Albright & Burns
Liberty: Posey & Wallenmeyer,New School: Butler & Lima Boudakian
Liberty: Posey & Wallenmeyer,New School: Cardenas & Oquendo
Liberty: Posey & Wallenmeyer,New School: Chaturvedi & Kaase
Liberty: Posey & Wallenmeyer,Northwestern: Deo & Wegener
Liberty: Posey & Wallenmeyer,NYU: Layden & Modi
Liberty: Posey & Wallenmeyer,NYU: Makinde & Saigal
Liberty: Posey & Wallenmeyer,NYU: Makinde & Saigal
Liberty: Posey & Wallenmeyer,NYU: Modi & Theiding
Liberty: Posey & Wallenmeyer,Pennsylvania: El-Sharif & Ramesh
Liberty: Posey & Wallenmeyer,Texas: Healey & Noriega
Liberty: Posey & Wallenmeyer,Towson: Christ & Tittle
Liberty: Posey & Wallenmeyer,Towson: Christ & Tittle
Liberty: Posey & Wallenmeyer,Wake Forest: Cline & Wolfe
Liberty: Posey & Wallenmeyer,Wake Forest: Cline & Wolfe
Liberty: Posey & Wallenmeyer,Wake Forest: Leadham & Torguson
Liberty: Posey & Wallenmeyer,Wake Forest: Luckett & Taylor
Liberty: Posey & Wallenmeyer,Wake Forest: Perez & Sayoto
Liberty: Posey & Wallenmeyer,Wake Forest: Perez & Sayoto
Liberty: Posey & Wallenmeyer,Western Washington: Crowley & Thompson
Liberty: Posey & Wallenmeyer,Wichita State: Phillips & Smith
Liberty: Posey & Wallenmeyer,Wyoming: Campbell & Campbell
Liberty: Posey & Wallenmeyer,Wyoming: Knopp & Medina
Liberty: Ramsey & Wallenmeyer,Baylor: Chatur & Sturgeon
Liberty: Ramsey & Wallenmeyer,Baylor: McClinton & Nguyen
Liberty: Ramsey & Wallenmeyer,Binghamton: Marin & Santora
Liberty: Ramsey & Wallenmeyer,Binghamton: Picallo & T. Louis
Liberty: Ramsey & Wallenmeyer,Binghamton: Picallo & T. Louis
Liberty: Ramsey & Wallenmeyer,Boston College: Carter & Cheek
Liberty: Ramsey & Wallenmeyer,Cornell: Geller & Li
Liberty: Ramsey & Wallenmeyer,CSU Fullerton: Loayza & White
Liberty: Ramsey & Wallenmeyer,Emory: Hazelbrook & Navarrete
Liberty: Ramsey & Wallenmeyer,Emory: Navarrete & Palmer
Liberty: Ramsey & Wallenmeyer,George Mason: Armstrong & Loew
Liberty: Ramsey & Wallenmeyer,George Mason: Armstrong & Loew
Liberty: Ramsey & Wallenmeyer,George Mason: Buckner & Graham
Liberty: Ramsey & Wallenmeyer,George Mason: Imbimbo & Joari
Liberty: Ramsey & Wallenmeyer,George Mason: Lowry & Peake
Liberty: Ramsey & Wallenmeyer,Georgetown: Lawless & Spurlock
Liberty: Ramsey & Wallenmeyer,Harvard: Gilmer-Hill & Mukherjee
Liberty: Ramsey & Wallenmeyer,Harvard: Gilmer-Hill & Mukherjee
Liberty: Ramsey & Wallenmeyer,Indiana: Jasani & Logan
Liberty: Ramsey & Wallenmeyer,Iowa: Bennett & Chen
Liberty: Ramsey & Wallenmeyer,Iowa: Cavanaugh & Namakula
Liberty: Ramsey & Wallenmeyer,Iowa: Putney & Sanders
Liberty: Ramsey & Wallenmeyer,James Madison: Brown & Conway
Liberty: Ramsey & Wallenmeyer,James Madison: Brown & Conway
Liberty: Ramsey & Wallenmeyer,Kansas State: Spond & Turner
Liberty: Ramsey & Wallenmeyer,Kansas: Basore & Spiers
Liberty: Ramsey & Wallenmeyer,Mary Washington: Dover & Hudgins
Liberty: Ramsey & Wallenmeyer,Mary Washington: Dover & Remish
Liberty: Ramsey & Wallenmeyer,Minnesota: Frese & Parrish
Liberty: Ramsey & Wallenmeyer,Missouri State: Cade & Reeves
Liberty: Ramsey & Wallenmeyer,Missouri State: Kauffman & Lucas
Liberty: Ramsey & Wallenmeyer,Navy: Korlacki & Rock
Liberty: Ramsey & Wallenmeyer,Navy: Korlacki & Rock
Liberty: Ramsey & Wallenmeyer,New School: Chaturvedi & Endrias
Liberty: Ramsey & Wallenmeyer,Northwestern: Agbede & De Leon
Liberty: Ramsey & Wallenmeyer,Northwestern: Agbede & Stamenkovic Diez
Liberty: Ramsey & Wallenmeyer,NYU: Scott & Sun
Liberty: Ramsey & Wallenmeyer,Pittsburgh: Reznik & Shah
Liberty: Ramsey & Wallenmeyer,Rutgers-Newark: Ogundare & St.Clair
Liberty: Ramsey & Wallenmeyer,Rutgers-Newark: Ogundare & St.Clair
Liberty: Ramsey & Wallenmeyer,Samford: Emerson & Gates
Liberty: Ramsey & Wallenmeyer,Samford: Gill & Riggs
Liberty: Ramsey & Wallenmeyer,Texas: Desai & Kashyap
Liberty: Ramsey & Wallenmeyer,Texas: Healey & Noriega
Liberty: Ramsey & Wallenmeyer,Wake Forest: Davidson & Torguson
Liberty: Ramsey & Wallenmeyer,Weber State: Mwiza & Thomae
Liberty: Ramsey & Wallenmeyer,Wyoming: Cole & Radcliffe
Liberty: Solsman & Wagner,Baylor: Laibe & McClinton
Liberty: Solsman & Wagner,Baylor: Nguyen & Wyatt
Liberty: Solsman & Wagner,Binghamton: Marin & Santora
Liberty: Solsman & Wagner,Binghamton: Marin & Santora
Liberty: Solsman & Wagner,Binghamton: Marin & Santora
Liberty: Solsman & Wagner,Binghamton: Picallo & T. Louis
Liberty: Solsman & Wagner,Cornell: Geller & Li
Liberty: Solsman & Wagner,Cornell: Lee & Shi
Liberty: Solsman & Wagner,CSU Northridge: Gonzalez & Talavera
Liberty: Solsman & Wagner,Emory: Dumas & McKyton
Liberty: Solsman & Wagner,Emory: Navarrete & Palmer
Liberty: Solsman & Wagner,Emory: Navarrete & Palmer
Liberty: Solsman & Wagner,Emporia State: Kuiper & Sims
Liberty: Solsman & Wagner,George Mason: Brown & Jambunathan
Liberty: Solsman & Wagner,George Mason: Daou & Sams
Liberty: Solsman & Wagner,George Mason: Imbimbo & Singh
Liberty: Solsman & Wagner,George Mason: Lowry & Peake
Liberty: Solsman & Wagner,George Mason: Lowry & Peake
Liberty: Solsman & Wagner,Georgetown: Medeiros & Wang
Liberty: Solsman & Wagner,Gonzaga: Dawson & Zabolio
Liberty: Solsman & Wagner,Gonzaga: Moreno & Morioka
Liberty: Solsman & Wagner,Indiana: Jasani & Logan
Liberty: Solsman & Wagner,Iowa: Putney & Sanders
Liberty: Solsman & Wagner,Iowa: Putney & Sanders
Liberty: Solsman & Wagner,James Madison: Brown & Conway
Liberty: Solsman & Wagner,James Madison: Brown & Conway
Liberty: Solsman & Wagner,James Madison: Hennessy & Mishra
Liberty: Solsman & Wagner,Kentucky: Kendrick & McBlain
Liberty: Solsman & Wagner,Liberty: Ramsey & Wallenmeyer
Liberty: Solsman & Wagner,Minnesota: Amundsen & Davis
Liberty: Solsman & Wagner,Minnesota: Amundsen & Prost
Liberty: Solsman & Wagner,Minnesota: Davis & Huntimer
Liberty: Solsman & Wagner,Minnesota: Davis & Parrish
Liberty: Solsman & Wagner,Missouri State: Grace & Lucas
Liberty: Solsman & Wagner,Missouri State: Kauffman & Lucas
Liberty: Solsman & Wagner,Missouri State: Lucas & Parrish
Liberty: Solsman & Wagner,Missouri State: Waggoner & Wilkinson
Liberty: Solsman & Wagner,Navy: Korlacki & Rock
Liberty: Solsman & Wagner,Navy: Korlacki & Rock
Liberty: Solsman & Wagner,Nebraska-Lincoln: Quick & Wallenburg
Liberty: Solsman & Wagner,New School: Butler & Lima Boudakian
Liberty: Solsman & Wagner,New School: Chaturvedi & Muste
Liberty: Solsman & Wagner,New School: Karp & Kowitt
Liberty: Solsman & Wagner,Northwestern: Agbede & De Leon
Liberty: Solsman & Wagner,NYU: Aurora & Li
Liberty: Solsman & Wagner,NYU: Fernando & Pierce
Liberty: Solsman & Wagner,NYU: Scott & Sun
Liberty: Solsman & Wagner,Pittsburgh: Adams & Manjila
Liberty: Solsman & Wagner,Pittsburgh: Adams & Manjila
Liberty: Solsman & Wagner,Purdue: Premanand & Sumita
Liberty: Solsman & Wagner,Rutgers-Newark: Beckford & Khan
Liberty: Solsman & Wagner,Rutgers-Newark: Beckford & Khan
Liberty: Solsman & Wagner,Rutgers-Newark: Ogundare & St.Clair
Liberty: Solsman & Wagner,Rutgers-Newark: Ogundare & St.Clair
Liberty: Solsman & Wagner,Rutgers-Newark: Ogundare & St.Clair
Liberty: Solsman & Wagner,Rutgers-Newark: Ogundare & St.Clair
Liberty: Solsman & Wagner,Samford: Gill & Riggs
Liberty: Solsman & Wagner,Samford: Gregory & Tarnowski
Liberty: Solsman & Wagner,Southern California: Fanaswala & Yerraguntala
Liberty: Solsman & Wagner,Texas Tech: Chamberlain & Cook
Liberty: Solsman & Wagner,UC Berkeley: Davis & Tubach
Liberty: Solsman & Wagner,UC Berkeley: Fleming & Quigley
Liberty: Solsman & Wagner,UT Dallas: Iske & Watson
Liberty: Solsman & Wagner,Wyoming: Cole & Powers
Liberty: Solsman & Wagner,Wyoming: Mitchell & Swidecki
Liberty: Solsman & Wagner,Wyoming: Porterfield & Powers
Liberty: Solsman & Wittstock,Missouri State: Wilkinson & Woodall
Liberty: Solsman & Wittstock,Rutgers-Newark: Ogundare & St.Clair
Liberty: Wallenmeyer & Wittstock,Baylor: McClinton & Thrasher-Evers
Liberty: Wallenmeyer & Wittstock,Binghamton: Peguero & Picallo
Liberty: Wallenmeyer & Wittstock,Central Oklahoma: Colquitt & Huffman
Liberty: Wallenmeyer & Wittstock,CSU Fullerton: Burke & White
Liberty: Wallenmeyer & Wittstock,CSU Fullerton: Meza & White
Liberty: Wallenmeyer & Wittstock,Dartmouth: Mancini & Shankar
Liberty: Wallenmeyer & Wittstock,Emory: Bedi & Wallen
Liberty: Wallenmeyer & Wittstock,Emory: Dietz & Haus
Liberty: Wallenmeyer & Wittstock,Emory: Haus & Reisman
Liberty: Wallenmeyer & Wittstock,George Mason: Armstrong & Sams
Liberty: Wallenmeyer & Wittstock,George Mason: Lowry & Peake
Liberty: Wallenmeyer & Wittstock,Georgetown: Gavsie & Lawless
Liberty: Wallenmeyer & Wittstock,Georgetown: Lawless & Ntangu
Liberty: Wallenmeyer & Wittstock,Georgia: Mruz & Wakefield
Liberty: Wallenmeyer & Wittstock,Gonzaga: Hine & Martin
Liberty: Wallenmeyer & Wittstock,Harvard: Ahmad & Habermann
Liberty: Wallenmeyer & Wittstock,Harvard: Gilmer-Hill & Mukherjee
Liberty: Wallenmeyer & Wittstock,James Madison: Harris & Smith
Liberty: Wallenmeyer & Wittstock,James Madison: Harris & Smith
Liberty: Wallenmeyer & Wittstock,James Madison: Harris & Smith
Liberty: Wallenmeyer & Wittstock,James Madison: Harris & Smith
Liberty: Wallenmeyer & Wittstock,Kansas State: Thoeni & Turner
Liberty: Wallenmeyer & Wittstock,Kansas: Peter & Semrick
Liberty: Wallenmeyer & Wittstock,Kentucky: Di & Griffith
Liberty: Wallenmeyer & Wittstock,Minnesota: Frese & Moriarty
Liberty: Wallenmeyer & Wittstock,Minnesota: Phoenix-Flood & Rao
Liberty: Wallenmeyer & Wittstock,Minnesota: Phoenix-Flood & Remish
Liberty: Wallenmeyer & Wittstock,Missouri State: Kauffman & Reeves
Liberty: Wallenmeyer & Wittstock,Missouri State: Waggoner & Wilkinson
Liberty: Wallenmeyer & Wittstock,Navy: Lewis & Rock
Liberty: Wallenmeyer & Wittstock,Navy: Lewis & Rock
Liberty: Wallenmeyer & Wittstock,Northwestern: Landgraff & Stamenkovic Diez
Liberty: Wallenmeyer & Wittstock,Northwestern: Landgraff & Wegener
Liberty: Wallenmeyer & Wittstock,NYU: Doppalapudi & Scott
Liberty: Wallenmeyer & Wittstock,NYU: Hussain & Pierce
Liberty: Wallenmeyer & Wittstock,NYU: Hussain & Pierce
Liberty: Wallenmeyer & Wittstock,Pittsburgh: Mendoza & Osei
Liberty: Wallenmeyer & Wittstock,Purdue: Joseph & Sidhu
Liberty: Wallenmeyer & Wittstock,Purdue: Joseph & Sidhu
Liberty: Wallenmeyer & Wittstock,Samford: Gregory & Tarnowski
Liberty: Wallenmeyer & Wittstock,Southern California: Allison & Winchell
Liberty: Wallenmeyer & Wittstock,Texas: Healey & Noriega
Liberty: Wallenmeyer & Wittstock,UNLV: Reese & Ryerson
Liberty: Wallenmeyer & Wittstock,UT Dallas: Lasseter & Mubarak
Liberty: Wallenmeyer & Wittstock,Wake Forest: Puerto & White
Liberty: Wallenmeyer & Wittstock,Wake Forest: Roark & Smith
Liberty: Wallenmeyer & Wittstock,Wake Forest: Roark & Smith
Liberty: Wallenmeyer & Wittstock,Wichita State: Benson & Mitchell
Liberty: Wallenmeyer & Wittstock,Wichita State: Benson & Mitchell
Liberty: Wallenmeyer & Wittstock,Wyoming: Kramer & Powers
Liberty: Wallenmeyer & Wittstock,Wyoming: Porterfield & Powers
Louisville: Benthall & Diallo,Georgia: Abdallah & Cady
Louisville: Benthall & Diallo,Georgia: Mruz & Wakefield
Louisville: Benthall & Diallo,Johnson County: Babcock & Babcock
Louisville: Benthall & Diallo,Kansas: Cathey & McGregory
Louisville: Benthall & Diallo,Kansas: McMahon & Scott
Louisville: Benthall & Diallo,Kentucky: Barrett & Lucas
Louisville: Benthall & Diallo,Kentucky: Barrett & Lucas
Louisville: Benthall & Diallo,Kentucky: Dal Pra & Weinhardt
Louisville: Benthall & Diallo,Liberty: Cazeau & Ramsey
Louisville: Benthall & Diallo,Minnesota: Granstrom & Phoenix-Flood
Louisville: Benthall & Diallo,Missouri State: Engelby & Grace
Louisville: Benthall & Diallo,Samford: Gregory & Tarnowski
Louisville: Benthall & Diallo,UNLV: Boelkens & Sidley
Louisville: Benthall & Diallo,UT Dallas: Beutelspacher & Kaul
Louisville: Benthall & Diallo,Wyoming: Mitchell & Radcliffe
Louisville: Bryant & Yeargin,Dartmouth: He & Lin
Louisville: Bryant & Yeargin,Dartmouth: Mancini & Shankar
Louisville: Bryant & Yeargin,Dartmouth: Pandit & Sullivan
Louisville: Bryant & Yeargin,Dartmouth: Safieddine & Sullivan
Louisville: Bryant & Yeargin,Emory: Haus & Reisman
Louisville: Bryant & Yeargin,George Mason: Buckner & Graham
Louisville: Bryant & Yeargin,George Mason: Daou & Hoang
Louisville: Bryant & Yeargin,Georgetown: Bernstein & Martinez
Louisville: Bryant & Yeargin,Georgetown: Edwards & Ntangu
Louisville: Bryant & Yeargin,Georgetown: Medeiros & Wang
Louisville: Bryant & Yeargin,Iowa: Cavanaugh & Pieropan
Louisville: Bryant & Yeargin,Kansas: Soper & Woodcock
Louisville: Bryant & Yeargin,Kentucky: Di & Griffith
Louisville: Bryant & Yeargin,Kentucky: Di & Ivackovic
Louisville: Bryant & Yeargin,Michigan State: Buchert & Koster
Louisville: Bryant & Yeargin,Michigan: Margolin & Muse
Louisville: Bryant & Yeargin,Michigan: Margolin & Muse
Louisville: Bryant & Yeargin,Michigan: Phil & Stras
Louisville: Bryant & Yeargin,Minnesota: Frese & Moriarty
Louisville: Bryant & Yeargin,Missouri State: Hartter & Reeves
Louisville: Bryant & Yeargin,Northwestern: Landgraff & Stamenkovic Diez
Louisville: Bryant & Yeargin,Texas: Desai & Watts
Louisville: Bryant & Yeargin,Texas: Desai & Watts
Louisville: Bryant & Yeargin,UNLV: Reese & Ryerson
Louisville: Bryant & Yeargin,UNLV: Reese & Ryerson
Louisville: Bryant & Yeargin,Wake Forest: Aaron & Williams
Louisville: Bryant & Yeargin,Wake Forest: Baime & Katz
Louisville: Bryant & Yeargin,Wake Forest: Cisse & Trotman
Louisville: Bryant & Yeargin,Wake Forest: Klein & Marban
Louisville: Bryant & Yeargin,Wyoming: Mitchell & Radcliffe
Macalester: Karsh & Toro,James Madison: Brown & Conway
Macalester: Karsh & Toro,Liberty: Solsman & Wagner
Macalester: Karsh & Toro,Minnesota: Munson & Prost
Macalester: Karsh & Toro,NYU: Layden & Modi
Macalester: Karsh & Toro,NYU: Layden & Scott
Macalester: Karsh & Toro,NYU: Sun & Ziabkin
Macalester: Karsh & Toro,Samford: Blackwell & Riggs
Macalester: Karsh & Toro,Texas: Anderson & Lugo
Macalester: Kochel & Price,Emory: Pierce & Wallen
Macalester: Kochel & Price,Gonzaga: Moreno & Wellman
Macalester: Kochel & Price,Minnesota: Benson & Haber-Fawcett
Macalester: Kochel & Price,Navy: Choi & Kim
Macalester: Kochel & Price,Navy: Connor & Rea
Macalester: Kochel & Williams,CSU Fullerton: Delgado & Vasquez
Macalester: Kochel & Williams,Kansas: McConnell & Pham
Macalester: Kochel & Williams,Liberty: Hamilton & Short
Macalester: Kochel & Williams,Minnesota: Davis & Parrish
Macalester: Kochel & Williams,Rochester: Edelstein & Emrich
Macalester: Kochel & Williams,Samford: Montgomery & Scott
Macalester: Kochel & Williams,Texas: Davis & Liu
Macalester: Price & Williams,Central Oklahoma: Huffman & Smith
Macalester: Price & Williams,Dartmouth: Ben-Abdallah & Raman
Macalester: Price & Williams,Emory: Bellam & Palmer
Macalester: Price & Williams,Emory: Bellam & Wilson
Macalester: Price & Williams,Emory: Hazelbrook & Wilson
Macalester: Price & Williams,Emory: Pierce & Wallen
Macalester: Price & Williams,Emory: Waghray & Wilson
Macalester: Price & Williams,Iowa: Cavanaugh & Ella
Macalester: Price & Williams,Iowa: Huffman & Putney
Macalester: Price & Williams,James Madison: Conway & Pelletier
Macalester: Price & Williams,James Madison: Mishra & Oehler
Macalester: Price & Williams,Liberty: Dellinger & Hamilton
Macalester: Price & Williams,Liberty: Dellinger & Short
Macalester: Price & Williams,Michigan: Ippagunta & Shih
Macalester: Price & Williams,Minnesota: Abad & Herzer
Macalester: Price & Williams,Minnesota: Haber-Fawcett & Herzer
Macalester: Price & Williams,Minnesota: Johnson & Phoenix-Flood
Macalester: Price & Williams,Minnesota: Parrish & Prost
Macalester: Price & Williams,Missouri State: Cade & Lucas
Macalester: Price & Williams,Missouri State: Lucas & Shew
Macalester: Price & Williams,Navy: Choi & Santiago
Macalester: Price & Williams,Northwestern: Avery & Lee
Macalester: Price & Williams,Northwestern: Hines & Zimmerman
Macalester: Price & Williams,NYU: Layden & Modi
Macalester: Price & Williams,Samford: Blackwell & Riggs
Macalester: Price & Williams,Towson: Christ & Tittle
Macalester: Price & Williams,UT Dallas: Karchmer & Sendejas
Macalester: Price & Williams,UT Dallas: Lasseter & Mubarak
Macalester: Price & Williams,Wake Forest: Abughosh & Tanguturi
Macalester: Price & Williams,Wake Forest: Cho & Jones
Macalester: Price & Williams,West Georgia: Forsyth & Keller
Macalester: Price & Williams,Western Washington: Haindfield & Shaw
Macalester: Price & Williams,Wichita State: Freeman & McManus
Macalester: Price & Williams,Wichita State: Hummingbird & Molina Chavez
Macalester: Price & Williams,Wichita State: Smith & Wentling
Mary Washington: Dover & Hudgins,Binghamton: Cohn & Guizatoullina
Mary Washington: Dover & Hudgins,Boston College: Cheek & Hua
Mary Washington: Dover & Hudgins,George Mason: Bhurtel & Fuchs
Mary Washington: Dover & Hudgins,Georgetown: Wang & White
Mary Washington: Dover & Hudgins,Gonzaga: Moreno & Morioka
Mary Washington: Dover & Hudgins,Houston: Abad & Khan
Mary Washington: Dover & Hudgins,Houston: Bhargav & Hoxha
Mary Washington: Dover & Hudgins,Houston: Doratt & Fernandez
Mary Washington: Dover & Hudgins,Houston: Goodrich & Le
Mary Washington: Dover & Hudgins,Indiana: Fish & Hoham
Mary Washington: Dover & Hudgins,Iowa: Huffman & Putney
Mary Washington: Dover & Hudgins,James Madison: Balda & Mishra
Mary Washington: Dover & Hudgins,James Madison: Conway & Pelletier
Mary Washington: Dover & Hudgins,James Madison: Conway & Pelletier
Mary Washington: Dover & Hudgins,James Madison: Harlow & Ortiz
Mary Washington: Dover & Hudgins,James Madison: McKim & Pelletier
Mary Washington: Dover & Hudgins,Kansas State: Spond & Turner
Mary Washington: Dover & Hudgins,Liberty: Dellinger & Hamilton
Mary Washington: Dover & Hudgins,Macalester: Karsh & Toro
Mary Washington: Dover & Hudgins,Michigan: Phil & Skoulikaris
Mary Washington: Dover & Hudgins,Minnesota: Floyd & Haber-Fawcett
Mary Washington: Dover & Hudgins,Minnesota: Prost & Spencer
Mary Washington: Dover & Hudgins,Missouri State: Albright & Burns
Mary Washington: Dover & Hudgins,Navy: Choi & Santiago
Mary Washington: Dover & Hudgins,Navy: Korlacki & Rock
Mary Washington: Dover & Hudgins,Northwestern: Agbede & De Leon
Mary Washington: Dover & Hudgins,Rutgers-Newark: Ogundare & St.Clair
Mary Washington: Dover & Hudgins,Samford: Blackwell & Riggs
Mary Washington: Dover & Hudgins,Texas Tech: Argo & Butts
Mary Washington: Dover & Hudgins,Texas: Anderson & Bhasin
Mary Washington: Dover & Hudgins,Texas: Blanton & Gu
Mary Washington: Dover & Hudgins,Texas: Healey & Noriega
Mary Washington: Dover & Hudgins,Wake Forest: Cline & Wolfe
Mary Washington: Dover & Hudgins,Weber State: Johnston & Parkin
Mary Washington: Dover & Munson,Michigan: Agrawal & Hsu
Mary Washington: Dover & Remish,Boston College: Carter & Cheek
Mary Washington: Dover & Remish,Dartmouth: Laurent & Vazquez Torres
Mary Washington: Dover & Remish,Iowa: Putney & Sanders
Mary Washington: Dover & Remish,Minnesota: Johnson & Sun
Mary Washington: Dover & Remish,Wyoming: Campbell & Mitchell
Mary Washington: Remish & Rucker,George Mason: Imbimbo & Singh
Mary Washington: Remish & Rucker,Purdue: Premanand & Sumita
Michigan State: Adair & Meloche,CSU Fullerton: Burke & White
Michigan State: Adair & Meloche,Emory: Navarrete & Palmer
Michigan State: Adair & Meloche,George Mason: Daou & Hoang
Michigan State: Adair & Meloche,Georgetown: Edwards & Ntangu
Michigan State: Adair & Meloche,Georgetown: Edwards & Ntangu
Michigan State: Adair & Meloche,Georgetown: Lawless & Wang
Michigan State: Adair & Meloche,Georgetown: Lawless & Wang
Michigan State: Adair & Meloche,Georgia: Kalra & Wakefield
Michigan State: Adair & Meloche,Indiana: Gupta & Jasani
Michigan State: Adair & Meloche,Indiana: Holland & Oluwayomi
Michigan State: Adair & Meloche,Johnson County: Babcock & Babcock
Michigan State: Adair & Meloche,Kansas: Mansoor & Soper
Michigan State: Adair & Meloche,Kansas: Mantis & Park
Michigan State: Adair & Meloche,Kansas: Peter & Semrick
Michigan State: Adair & Meloche,Kentucky: Dal Pra & Weinhardt
Michigan State: Adair & Meloche,Mary Washington: Remish & Rucker
Michigan State: Adair & Meloche,Michigan: Hall & Skoulikaris
Michigan State: Adair & Meloche,Michigan: Harrington & McGraw
Michigan State: Adair & Meloche,Michigan: Harrington & McGraw
Michigan State: Adair & Meloche,Michigan: Reese & Vance
Michigan State: Adair & Meloche,Minnesota: Davis & Huntimer
Michigan State: Adair & Meloche,Navy: Lewis & Rock
Michigan State: Adair & Meloche,Northwestern: Landgraff & Stamenkovic Diez
Michigan State: Adair & Meloche,Northwestern: Landgraff & Stamenkovic Diez
Michigan State: Adair & Meloche,NYU: Sherman & Toth
Michigan State: Adair & Meloche,Pittsburgh: Powell & Shah
Michigan State: Adair & Meloche,Purdue: Joseph & Sidhu
Michigan State: Adair & Meloche,Samford: Clark & Willinger
Michigan State: Adair & Meloche,Samford: Emerson & Gates
Michigan State: Adair & Meloche,Samford: Gregory & Tarnowski
Michigan State: Adair & Meloche,Southwestern: Arreola & Griffin
Michigan State: Adair & Meloche,Wake Forest: Aaron & Williams
Michigan State: Adair & Meloche,Wake Forest: Bittner & Davidson
Michigan State: Adair & Meloche,Wayne State: Bagdon & Reynolds
Michigan State: Adair & Meloche,Wayne State: Bagdon & Reynolds
Michigan State: Adair & Meloche,Wyoming: Mitchell & Radcliffe
Michigan State: Agrahara & Bitzan,Cornell: Lea & Lim
Michigan State: Agrahara & Bitzan,Houston: Bhargav & Hoxha
Michigan State: Agrahara & Bitzan,Missouri State: Neal & Shockley
Michigan State: Bennett & Glancy,CSU Fullerton: Carrasco & White
Michigan State: Bennett & Glancy,Emory: Hecht & Mitchell
Michigan State: Bennett & Glancy,Kentucky: Stockstill & Weinhardt
